Artist and Title,Streams,Daily
Bazzi - Beautiful,"695,677,722","153,890"
Demi Lovato - Cool for the Summer,"695,437,930","377,188"
Gorillaz - Clint Eastwood,"695,424,596","358,178"
Dr. Dre - Forgot About Dre,"695,235,544","447,949"
Jon Bellion - All Time Low,"694,670,975","146,723"
Bad Bunny - Yo Perreo Sola,"694,573,420","205,177"
"Olivia Rodrigo - jealousy, jealousy","694,027,856","751,020"
Nicky Youre - Sunroof,"693,541,274","846,726"
Foreigner - I Want to Know What Love Is,"693,512,348","482,927"
Alok - Hear Me Now,"692,839,112","304,744"
Ellie Goulding - Burn,"692,796,522","297,206"
X Ambassadors - Renegades,"692,235,093","303,654"
Aventura - VolvÃ­,"692,014,496","377,761"
Disturbed - The Sound of Silence,"691,797,226","268,547"
OneRepublic - Apologize,"691,659,004","323,792"
Lil Peep - Save That Shit,"691,403,375","269,670"
Jack Harlow - WHATS POPPIN,"690,757,010","218,360"
CNCO - ReggaetÃ³n Lento (Bailemos),"690,260,369","179,279"
Lewis Capaldi - Hold Me While You Wait,"689,627,023","342,777"
Labrinth - Jealous,"689,393,098","201,446"
Young Thug - The London,"689,026,375","165,410"
Justin Bieber - Hold On,"688,765,431","261,813"
Kid Cudi - Pursuit Of Happiness (Nightmare),"688,115,045","389,758"
Felix Jaehn - Ain't Nobody (Loves Me Better),"687,621,645","212,794"
Big Sean - Bounce Back,"687,356,405","99,013"
Selena Gomez & The Scene - Love You Like A Love Song,"687,276,233","690,183"
Travis Scott - Goosebumps,"686,865,834","361,547"
Paramore - Misery Business,"685,719,093","426,893"
A$AP Ferg - Plain Jane,"685,086,595","211,944"
Ben E. King - Stand by Me,"685,015,674","648,270"
Two Door Cinema Club - What You Know,"684,845,012","445,816"
Men At Work - Down Under,"684,764,572","492,142"
Yng Lvcas - La Bebe,"683,738,052","2,453,561"
Wallows - Are You Bored Yet?,"683,669,285","476,841"
The Notorious B.I.G. - Juicy,"682,907,631","275,473"
Luke Combs - Beautiful Crazy,"682,859,574","519,708"
Alex & Sierra - Little Do You Know,"682,448,502","193,635"
Mr.Kitty - After Dark,"682,412,428","728,592"
Creedence Clearwater Revival - Bad Moon Rising,"682,346,085","585,613"
Lil Mosey - Noticed,"681,481,643","164,414"
TiÃ«sto - The Motto,"681,197,496","540,734"
Katy Perry - California Gurls,"680,934,246","505,397"
Lil Tjay - Calling My Phone,"679,744,579","384,668"
blink-182 - I Miss You,"679,673,359","399,395"
Marshmello - Leave Before You Love Me,"679,615,447","631,262"
USHER - DJ Got Us Fallin' in Love,"678,889,366","479,949"
Vanessa Carlton - A Thousand Miles,"677,616,231","373,992"
Drake - Wants and Needs,"677,459,684","536,201"
Drake - Jimmy Cooks,"677,372,979","1,382,282"
Flo Rida - GDFR,"676,379,564","122,521"
Paulo Londra - Tal Vez,"676,121,618","293,517"
Iggy Azalea - Fancy,"675,652,200","182,170"
Britney Spears - ...Baby One More Time,"675,186,900","467,094"
James Arthur - Train Wreck,"675,103,851","459,324"
Bruno Mars - Versace on the Floor,"674,473,139","332,510"
Stephen Sanchez - Until I Found You,"673,870,063","1,428,327"
Hippie Sabotage - Devil Eyes,"673,635,782","366,609"
Travis Scott - STARGAZING,"673,610,537","234,191"
Mustard - Pure Water,"673,045,381","231,566"
Idina Menzel - Let It Go,"672,845,212","279,142"
Morgan Wallen - Whiskey Glasses,"672,547,771","560,807"
Dalex - Pa MÃ­,"672,442,363","179,663"
The Mamas & The Papas - California Dreamin',"672,306,957","607,285"
The Weeknd - Stargirl Interlude,"672,092,213","1,394,267"
Piso 21 - Te Vi,"671,462,872","325,285"
My Chemical Romance - Welcome to the Black Parade,"671,429,348","308,420"
Ellie Goulding - Hate Me,"671,284,486","260,850"
Rihanna - Take A Bow,"669,743,545","301,668"
Frank Ocean - Chanel,"669,606,977","270,559"
Elton John - Tiny Dancer,"669,565,743","300,699"
Foo Fighters - The Pretender,"668,961,177","403,311"
Bill Withers - Ain't No Sunshine,"667,781,107","768,159"
James Arthur - Impossible,"667,479,810","368,774"
Reik - Me Niego,"667,113,781","157,074"
A Boogie Wit da Hoodie - Look Back at It,"666,407,121","344,221"
Taylor Swift - Enchanted,"665,398,250","737,971"
Andy Williams - It's the Most Wonderful Time of the Year,"665,326,384","48,727"
blackbear - idfc,"665,320,803","144,611"
Selena Gomez - Good For You,"664,728,504","153,212"
Alan Walker - Alone,"664,546,649","259,622"
Coldplay - Sparks,"664,372,610","891,221"
Maluma - 11 PM,"664,276,306","262,330"
Kendrick Lamar - m.A.A.d city,"664,119,808","270,056"
The Weeknd - Party Monster,"663,503,318","599,069"
Sech - Otro Trago,"663,455,761","137,388"
Queen - Crazy Little Thing Called Love,"662,999,315","647,745"
will.i.am - Scream & Shout,"662,762,936","342,666"
Cheat Codes - Sex,"662,685,567","60,608"
The Killers - Somebody Told Me,"662,459,208","438,551"
Sean Kingston - Beautiful Girls,"661,635,082","411,990"
Ed Sheeran - Supermarket Flowers,"661,582,927","188,898"
Britney Spears - Oops!...I Did It Again,"660,895,213","395,503"
Enrique Iglesias - SUBEME LA RADIO,"660,877,587","189,511"
DJ Khaled - POPSTAR,"660,824,216","267,857"
MEDUZA - Paradise,"660,812,229","277,849"
Eminem - Lucky You,"659,954,088","183,078"
Counting Crows - Mr. Jones,"659,389,767","412,372"
Kanye West - I Love It (& Lil Pump),"658,782,864","178,258"
Disturbed - Down with the Sickness,"658,713,130","335,306"
Cheat Codes - No Promises,"658,048,311","81,438"
James Bay - Hold Back The River,"657,977,631","241,739"
Jason Derulo - Take You Dancing,"657,793,032","211,382"
Becky G - Mayores,"657,031,267","219,173"
2Pac - Ambitionz Az A Ridah,"656,956,568","352,909"
AJR - Weak,"656,224,369","122,918"
Young Thug - Pick Up The Phone,"656,144,151","206,609"
Luke Combs - When It Rains It Pours,"655,288,625","594,032"
Demi Lovato - Heart Attack,"655,200,833","399,153"
Green Day - Boulevard of Broken Dreams,"655,187,988","572,543"
Feid - Feliz CumpleaÃ±os Ferxxo,"655,029,925","1,114,796"
Katrina & The Waves - Walking On Sunshine,"654,921,606","409,418"
Lil Tjay - F.N,"654,692,333","283,021"
Sub Urban - Cradles,"654,501,332","276,031"
Katy Perry - Never Really Over,"653,301,188","152,419"
Swedish House Mafia - Moth To A Flame,"653,287,045","906,182"
Coldplay - Magic,"652,948,090","160,396"
Taylor Swift - willow,"652,768,587","610,043"
Fort Minor - Remember the Name,"652,748,872","251,104"
Miley Cyrus - Angels Like You,"652,670,417","1,529,492"
StaySolidRocky - Party Girl,"652,461,563","211,604"
Joel Adams - Please Don't Go,"651,649,713","126,326"
M.I.A. - Paper Planes,"651,166,679","407,022"
Post Malone - I Like You (A Happier Song),"650,875,846","947,761"
The Proclaimers - I'm Gonna Be (500 Miles),"650,496,133","443,100"
Bad Bunny - La DifÃ­cil,"650,083,081","275,118"
Sleepy Hallow - 2055,"650,038,291","563,819"
Russ - Losin Control,"649,696,388","217,388"
Sublime - Santeria,"649,677,410","394,481"
Drake - Chicago Freestyle,"649,505,604","469,629"
Avicii - Lonely Together,"649,462,429","158,548"
Harry Styles - Lights Up,"647,725,517","142,116"
Myke Towers - Bandido,"647,408,350","211,934"
Soft Cell - Tainted Love,"647,033,417","577,831"
Tainy - Adicto,"646,918,622","248,890"
PinkPantheress - Boy's a Liar Pt. 2,"646,792,760","1,401,661"
Selena Gomez - Hands To Myself,"646,651,479","177,343"
Cyndi Lauper - Time After Time,"646,461,962","513,171"
BTS - Life Goes On,"646,186,826","265,940"
Yandel - Yandel 150,"646,045,899","1,176,869"
DMX - X Gon' Give It To Ya,"645,750,136","268,198"
Rixton - Me And My Broken Heart,"645,509,388","336,883"
Joji - YEAH RIGHT,"645,011,817","290,447"
Estelle - American Boy,"644,891,449","342,911"
Camila Cabello - My Oh My,"644,420,266","209,075"
Elton John - Don't Go Breaking My Heart,"644,302,499","414,906"
Machine Gun Kelly - Bad Things,"644,174,362","145,908"
Paramore - Still into You,"644,172,121","479,036"
Maroon 5 - Beautiful Mistakes,"644,119,489","355,548"
Alesso - Heroes (we could be),"643,951,390","200,778"
Sia - The Greatest,"643,342,401","130,769"
Maroon 5 - Cold,"643,232,962","226,874"
Jason Mraz - Lucky,"643,197,990","300,839"
Ed Sheeran - Dive,"642,973,400","143,592"
MGMT - Electric Feel,"641,710,178","299,645"
Travis Scott - Antidote,"641,082,271","185,546"
50 Cent - P.I.M.P.,"641,015,016","466,620"
Julia Michaels - What A Time,"640,990,213","329,653"
Weezer - Island In The Sun,"640,657,746","422,074"
Bob Marley & The Wailers - Is This Love,"640,231,653","368,105"
The Outfield - Your Love,"640,148,022","688,170"
The Beatles - Come Together,"640,049,697","313,714"
BeyoncÃ© - CUFF IT,"639,428,066","825,208"
Chris Brown - Go Crazy,"639,291,907","236,966"
John Mayer - New Light,"639,249,098","205,811"
Justin Bieber - Friends,"639,120,263","112,494"
Khalid - 8TEEN,"638,976,463","218,426"
Don McLean - American Pie,"638,929,968","376,906"
Olivia Rodrigo - All I Want,"638,817,928","601,514"
Lil Dicky - Freaky Friday,"638,814,527","107,247"
Jimi Hendrix - All Along the Watchtower,"638,318,936","275,222"
Green Day - Wake Me up When September Ends,"638,228,473","484,572"
Dalex - Hola,"638,013,621","316,875"
BLACKPINK - DDU-DU DDU-DU,"637,868,480","275,716"
Led Zeppelin - Immigrant Song,"637,820,040","424,931"
Carlos Vives - La Bicicleta,"637,812,352","228,219"
Imagine Dragons - It's Time,"636,947,519","272,928"
Bonnie Tyler - Total Eclipse of the Heart,"636,914,535","356,811"
The Neighbourhood - Softcore,"636,419,776","814,673"
Calvin Harris - Giant,"636,222,371","151,557"
Manuel Turizo - Una Lady Como TÃº,"636,161,895","332,676"
JACKBOYS - OUT WEST,"636,137,525","278,638"
Lil Pump - Gucci Gang,"635,854,792","51,781"
Three Days Grace - I Hate Everything About You,"635,698,317","416,434"
Kodak Black - Roll in Peace,"635,151,766","135,667"
Haddaway - What Is Love,"634,907,297","500,674"
Timbaland - The Way I Are,"634,230,804","667,613"
Common - The People,"634,230,804","775,569"
The Vamps - All Night,"634,195,221","109,211"
Mumford & Sons - Little Lion Man,"633,676,403","334,838"
Bebe Rexha - I'm a Mess,"633,600,041","150,263"
Bad Bunny - Party,"633,514,124","397,211"
TOTO - Hold the Line,"633,265,973","572,218"
G-Eazy - No Limit,"632,813,953","114,299"
Coldplay - Hymn for the Weekend,"632,625,880","89,626"
Jung Kook - Seven,"632,495,721","9,215,515"
Maluma - Borro Cassette,"632,449,700","373,807"
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),"631,788,502","518,299"
Drake - Fair Trade,"631,746,352","855,970"
James Arthur - Can I Be Him,"631,727,696","361,129"
Bad Bunny - Tarot,"631,683,307","512,393"
Justin Bieber - Mistletoe,"631,650,133","71,803"
Romeo Santos - Propuesta Indecente,"630,952,088","402,456"
Justin Bieber - Anyone,"630,647,261","239,551"
Imagine Dragons - Warriors,"630,195,965","291,426"
fun. - Some Nights,"630,149,014","270,325"
"SofÃ­a Reyes - 1, 2, 3","630,131,242","151,079"
Shakira - Te Felicito,"629,535,277","467,815"
Jason Derulo - Talk Dirty,"629,527,178","383,717"
ATB - Your Love (9PM),"629,519,353","379,296"
Marshmello - Here With Me,"629,326,229","166,750"
Daddy Yankee - Dura,"629,085,308","121,180"
Pink Floyd - Wish You Were Here,"628,999,289","348,298"
Sam Smith - Lay Me Down,"628,752,231","125,975"
Queen - We Are The Champions,"628,640,718","302,769"
Nio Garcia - La Jeepeta,"628,626,575","197,224"
dhruv - double take,"628,591,678","772,780"
Juice WRLD - Legends,"628,268,431","187,119"
Charlie Puth - How Long,"628,224,029","214,608"
Don Toliver - After Party,"628,128,898","257,293"
FRENSHIP - Capsize,"627,433,917","100,418"
Kiiara - Gold,"627,361,556","78,304"
Machine Gun Kelly - my ex's best friend,"627,269,312","216,143"
Clean Bandit - I Miss You,"626,153,273","105,789"
Mora - Volando,"626,135,812","344,806"
Mumford & Sons - I Will Wait,"625,890,470","256,615"
Neil Diamond - Sweet Caroline,"625,747,391","347,340"
Bad Bunny - Ignorantes,"625,707,889","206,243"
Bruno Mars - It Will Rain,"625,433,569","596,979"
Bee Gees - How Deep Is Your Love,"625,221,235","407,353"
Lil Tjay - F.N,"624,709,072",
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"624,258,333","852,002"
Grupo Frontera - un x100to,"624,202,819","1,990,680"
The Rolling Stones - (I Can't Get No) Satisfaction,"624,099,883","338,280"
Rich The Kid - Plug Walk,"623,550,355","125,577"
Scorpions - Wind Of Change,"623,408,701","416,023"
Rae Sremmurd - This Could Be Us,"623,208,562","339,974"
Anuel AA - Sola (Remix),"623,139,450","284,772"
Jason Derulo - Trumpets,"622,707,735","163,454"
"Kendrick Lamar - Bitch, Donât Kill My Vibe","621,998,350","351,927"
Frank Ocean - Ivy,"621,941,889","441,152"
Darius Rucker - Wagon Wheel,"621,831,368","436,056"
James Arthur - Rewrite The Stars,"621,605,831","658,644"
DaBaby - Suge,"621,283,922","119,328"
John Newman - Love Me Again,"620,866,256","382,732"
Rihanna - Pon de Replay,"620,321,059","448,857"
USHER - My Boo,"619,956,758","396,752"
Drake - Rich Flex,"619,931,221","1,007,646"
Kelly Clarkson - Because of You,"619,484,715","256,255"
BTS - Permission to Dance,"619,375,064","216,575"
Red Hot Chili Peppers - Dani California,"618,231,535","327,575"
Sixpence None The Richer - Kiss Me,"617,794,600","505,569"
Drake - Knife Talk,"617,732,214","544,909"
LMFAO - Party Rock Anthem,"617,642,747","364,968"
David Guetta - Flames,"617,326,722","97,072"
TINI - MiÃ©nteme,"616,882,765","472,409"
Guns N' Roses - Knockin' On Heaven's Door,"616,776,616","389,307"
Slipknot - Duality,"616,707,434","441,388"
Enrique Iglesias - DUELE EL CORAZON,"616,548,457","152,620"
Paloma Faith - Only Love Can Hurt Like This,"615,741,306","582,317"
Bad Bunny - TE MUDASTE,"615,211,371","394,120"
Marshmello - Be Kind,"614,771,731","206,757"
The Cure - Friday I'm In Love,"614,712,154","474,079"
Jhayco - CÃMO SE SIENTE,"614,334,221","379,891"
Migos - Stir Fry,"613,468,694","268,781"
Don Omar - Dile,"613,433,724","744,607"
Flipp Dinero - Leave Me Alone,"613,299,354","145,451"
Rauw Alejandro - Fantasias,"611,917,844","214,085"
Otis Redding - (Sittin' On) the Dock of the Bay,"611,520,091","499,994"
Fall Out Boy - Thnks fr th Mmrs,"611,305,702","393,766"
Lil Uzi Vert - Money Longer,"610,893,703","261,504"
Chris Jedi - Ahora Dice,"610,660,379","187,160"
Phil Collins - In The Air Tonight,"610,291,820","328,396"
Seafret - Atlantis,"609,931,531","786,871"
Frank Ocean - Nights,"609,793,065","339,768"
Whitney Houston - I Will Always Love You,"609,528,230","315,876"
Martin Garrix - Summer Days,"609,289,756","178,784"
James TW - When You Love Someone,"609,133,870","149,780"
Hailee Steinfeld - Love Myself,"609,008,363","146,136"
Zac Brown Band - Chicken Fried,"608,896,467","391,835"
Ashe - Moral of the Story,"608,822,519","484,663"
Mac Miller - Self Care,"608,805,910","328,778"
blink-182 - What's My Age Again?,"608,484,501","431,374"
Los Legendarios - Fiel,"608,452,150","159,870"
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),"608,287,717","281,626"
Kesha - Die Young,"607,845,677","339,580"
Tom Petty - Free Fallin',"607,636,908","408,862"
X Ambassadors - Unsteady,"607,077,854","184,322"
Rise Against - Savior,"607,071,851","346,580"
Kodak Black - Tunnel Vision,"606,448,779","149,556"
No Doubt - Don't Speak,"606,396,680","376,690"
Kansas - Dust in the Wind,"606,298,454","384,567"
Rita Ora - Your Song,"606,010,962","111,849"
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais],"605,671,883","261,362"
Rex Orange County - Best Friend,"605,574,732","211,938"
Michael Jackson - Smooth Criminal,"605,356,292","381,112"
Panic! At The Disco - House of Memories,"605,152,376","460,694"
U2 - I Still Haven't Found What I'm Looking For,"604,924,693","358,972"
FIFTY FIFTY - Cupid,"604,310,072","1,872,839"
Chief Keef - Love Sosa,"604,179,895","533,456"
Natalie Imbruglia - Torn,"604,012,017","430,794"
Playboi Carti - Shoota,"603,919,137","314,753"
Cage The Elephant - Ain't No Rest For The Wicked,"603,509,291","311,512"
Ellie Goulding - Close To Me,"603,062,705","89,916"
Katy Perry - Teenage Dream,"603,049,876","464,505"
Clairo - Sofia,"602,914,219","404,322"
The Weeknd - Die For You,"602,739,963","1,412,007"
Luke Combs - Hurricane,"602,696,355","334,743"
5 Seconds of Summer - She Looks So Perfect,"602,526,096","362,318"
Jay Sean - Down,"602,081,713","389,854"
Anuel AA - Amanece,"601,800,098","645,984"
Little Mix - Secret Love Song,"601,788,172","230,450"
Taylor Swift - We Are Never Ever Getting Back Together,"601,474,571","315,855"
Ariana Grande - breathin,"601,184,878","117,933"
Rae Sremmurd - Swang,"601,097,269","220,985"
Pinkfong - Baby Shark,"600,937,353","438,551"
Jeremih - oui,"600,771,653","264,511"
Far East Movement - Like A G6,"600,771,608","347,698"
2Pac - California Love,"600,766,900","456,212"
Sam Smith - Fire On Fire,"600,554,620","305,738"
Anitta - Downtown,"600,368,987","177,072"
Kelly Clarkson - Since U Been Gone,"600,240,741","355,264"
BoyWithUke - Toxic,"600,183,391","346,134"
Sebastian Yatra - Traicionera,"599,134,605","226,045"
Nirvana - Heart-Shaped Box,"598,668,110","381,158"
Selena Gomez - Same Old Love,"598,592,020","205,971"
Future - WAIT FOR U,"596,986,852","873,582"
James Arthur - Naked,"596,753,982","177,506"
Troye Sivan - YOUTH,"596,653,891","212,399"
The Chainsmokers - Takeaway,"596,578,051","154,987"
Taylor Swift - exile,"596,557,762","699,025"
AC/DC - T.N.T.,"596,455,756","326,734"
Pink Sweat$ - At My Worst (Nikhita Gandhi Remix),"596,238,464","333,975"
Hailee Steinfeld - Most Girls,"596,031,697","96,392"
zzoilo - Mon Amour,"594,977,638","365,657"
Blue Swede - Hooked On A Feeling,"594,713,143","289,282"
Baby Keem - family ties,"594,436,056","773,392"
Bruce Springsteen - Dancing In the Dark,"594,280,930","427,826"
Two Feet - Go Fuck Yourself,"593,879,784","216,205"
Corinne Bailey Rae - Put Your Records On,"593,872,053","401,208"
The Police - Roxanne,"592,957,337","630,276"
Alan Walker - On My Way,"592,806,551","297,340"
Drake - Teenage Fever,"592,609,172","563,625"
Khalid - OTW,"592,322,735","125,607"
Lost Frequencies - Reality,"592,296,355","362,175"
Plan B - Es un Secreto,"591,935,232","1,060,815"
The Beatles - Let It Be,"591,491,379","299,940"
grandson - Blood // Water,"591,166,804","239,263"
Jax Jones - You Don't Know Me,"591,081,711","116,108"
Rihanna - Where Have You Been,"591,035,144","406,816"
Labrinth - Formula,"590,846,956","834,596"
Cardi B - Up,"590,679,661","256,562"
Patrick Watson - Je te laisserai des mots,"590,586,217","716,537"
Fugees - Killing Me Softly With His Song,"589,787,551","360,449"
TiÃ«sto - Don't Be Shy,"589,726,119","449,138"
Lady Gaga - Telephone,"589,545,713","380,971"
Carlos Vives - Robarte Un Beso,"589,233,410","224,030"
Sia - Cheap Thrills,"588,856,618","312,737"
Little Mix - Black Magic,"588,746,705","192,189"
Dua Lipa - Kiss and Make Up,"588,717,319","199,146"
blackbear - do re mi,"588,611,186","130,871"
Rascal Flatts - Life is a Highway,"588,596,168","468,225"
The Chainsmokers - This Feeling,"588,525,182","143,179"
Sech - RelaciÃ³n,"588,285,275","136,856"
Martin Garrix - There for You,"588,117,820","73,980"
R. Kelly - Ignition,"587,763,702","131,204"
Kygo - Stay,"587,663,758","66,246"
Bad Bunny - Amorfoda,"587,468,832","226,642"
BTS - DNA,"587,369,739","155,482"
Luis Miguel - Ahora Te Puedes Marchar,"587,062,142","435,037"
Billie Eilish - all the good girls go to hell,"587,056,408","197,517"
Silk City - Electricity,"586,988,783","125,878"
Bad Bunny - Sensualidad,"586,693,986","155,895"
BLACKPINK - Pink Venom,"586,379,448","665,560"
The Chainsmokers - Call You Mine,"586,303,504","117,529"
Snakehips - All My Friends,"586,300,900","106,774"
Travis Scott - YOSEMITE,"585,866,033","242,860"
DJ Khaled - No Brainer,"585,736,204","70,067"
Kina - Can We Kiss Forever?,"585,259,622","202,681"
Fleetwood Mac - Landslide,"583,960,000","359,994"
Disclosure - You & Me,"582,455,357","208,527"
Dua Lipa - Love Again,"581,920,088","439,509"
Soundgarden - Black Hole Sun,"581,848,575","337,077"
Halsey - Bad At Love,"581,675,396","217,330"
Maluma - HP,"581,490,755","147,678"
Mac DeMarco - Chamber Of Reflection,"580,510,136","551,548"
P!nk - Raise Your Glass,"580,087,290","381,011"
A$AP Rocky - Everyday,"579,632,475","237,464"
Bon Iver - Skinny Love,"579,507,395","199,326"
Lil Xan - Betrayed,"579,372,406","87,697"
ArcÃ¡ngel - La Jumpa,"579,262,585","802,417"
Tove Lo - Stay High,"579,196,358","136,996"
Sam Fischer - This City,"579,158,891","221,853"
Tove Lo - Habits (Stay High),"579,059,362","128,572"
Skillet - Monster,"579,023,151","383,310"
Black Eyed Peas - Pump It,"578,812,669","447,419"
Extreme - More Than Words,"578,705,560","311,637"
BeyoncÃ© - Single Ladies (Put a Ring on It),"578,587,975","303,649"
Labrinth - Still Don't Know My Name,"578,137,558","327,070"
Troye Sivan - Strawberries & Cigarettes,"578,082,764","404,912"
BeyoncÃ© - Love On Top,"577,990,609","283,807"
5 Seconds of Summer - Teeth,"577,845,786","358,032"
America - A Horse with No Name,"577,367,650","327,379"
Kendrick Lamar - Swimming Pools (Drank),"577,357,612","439,855"
Ricky Martin - Vente Pa' Ca,"576,970,985","137,383"
Lizzo - Good as Hell,"576,890,263","188,970"
RAYE - Escapism.,"576,622,228","891,574"
Ozzy Osbourne - Crazy Train,"576,359,297","392,715"
Miley Cyrus - Midnight Sky,"576,175,854","234,791"
Migos - Slippery,"576,128,467","91,326"
Ed Sheeran - Tenerife Sea,"575,834,500","107,652"
The xx - Intro,"575,033,530","254,041"
Dua Lipa - Be the One,"574,731,159","191,203"
Adele - Water Under the Bridge,"574,645,645","295,113"
Waka Flocka Flame - No Hands,"574,378,764","412,510"
John Lennon - Imagine,"574,043,037","305,369"
Rauw Alejandro - Tattoo,"573,975,006","205,232"
R3HAB - All Around The World (La La La),"573,678,555","269,702"
PARTYNEXTDOOR - Break from Toronto,"573,231,449","874,704"
The Chainsmokers - All We Know,"573,222,856","116,087"
Kelly Clarkson - Stronger (What Doesn't Kill You),"573,140,496","305,130"
Stromae - Alors on danse,"572,868,669","410,611"
The Calling - Wherever You Will Go,"571,330,136","336,990"
3 Doors Down - Here Without You,"570,737,556","296,526"
Rae Sremmurd - Come Get Her,"569,912,656","225,310"
Green Day - Good Riddance (Time of Your Life),"569,881,858","566,421"
Kanye West - All Of The Lights,"569,824,869","385,666"
Justin Bieber - Beauty And A Beat,"569,632,338","1,088,881"
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,"569,577,451","327,922"
OneRepublic - Rescue Me,"568,929,636","185,396"
Thomas Rhett - Die A Happy Man,"568,051,796","215,733"
Travie McCoy - Billionaire,"568,025,479","397,638"
Kygo - Remind Me to Forget,"567,601,153","101,285"
The Game - Hate It Or Love It,"567,319,375","657,717"
T-Pain - Buy U a Drank (Shawty Snappin'),"567,109,186","282,803"
Lou Bega - Mambo No. 5 (a Little Bit of...),"567,087,199","307,113"
Maluma - CorazÃ³n,"566,230,832","120,228"
Rihanna - Disturbia,"566,015,989","453,933"
Bruno Mars - Count on Me,"565,964,954","326,147"
Childish Gambino - This Is America,"565,523,428","107,490"
Kansas - Carry on Wayward Son,"565,321,404","307,070"
Redbone - Come and Get Your Love,"565,006,500","506,693"
Gloria Gaynor - I Will Survive,"565,006,500","506,693"
Naughty Boy - La La La,"564,405,096","283,709"
David Guetta - Say My Name,"564,122,011","162,761"
Tove Lo - Talking Body,"563,739,936","174,424"
Migos - MotorSport,"563,240,165","114,988"
Dire Straits - Walk Of Life,"563,234,661","425,277"
Years & Years - King,"563,140,039","268,378"
Frank Sinatra - Fly Me To The Moon (In Other Words),"562,903,170","278,591"
Taylor Swift - The Man,"562,608,640","757,205"
Bill Withers - Lovely Day,"562,110,378","455,852"
Kid Cudi - Pursuit Of Happiness,"561,958,252","202,255"
Pitbull - Feel This Moment,"561,932,348","410,879"
Camilo - Tutu,"560,728,046","132,342"
Culture Club - Karma Chameleon,"560,662,116","379,289"
Kendrick Lamar - Alright,"560,540,104","500,244"
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),"560,516,869","166,793"
Zion & Lennox - La player (Bandolera),"560,485,873","155,901"
Wiz Khalifa - Black and Yellow,"560,427,988","287,852"
Anitta - Envolver,"560,208,206","295,964"
J Balvin - Bonita,"560,069,959","163,490"
Juice WRLD - Wasted,"560,005,065","216,023"
Sam Feldt - Post Malone,"559,903,056","101,541"
Johnny Cash - Hurt,"559,885,650","192,843"
Dan + Shay - Tequila,"559,849,698","168,693"
David Guetta - Bad,"559,765,997","164,095"
One Direction - 18,"559,644,447","415,174"
Gente De Zona - La Gozadera,"559,622,734","204,253"
One Direction - Little Things,"559,599,978","179,511"
Ritt Momney - Put Your Records On,"559,476,979","186,429"
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around","559,412,166","438,808"
Kanye West - Black Skinhead,"559,331,418","218,218"
Alessia Cara - Here,"559,330,138","181,193"
Louis Tomlinson - Back to You,"559,193,040","71,764"
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),"559,024,687","271,564"
Burak Yeter - Tuesday,"558,749,131","146,342"
XXXTENTACION - Arms Around You,"558,644,993","106,251"
Jason Derulo - Whatcha Say,"558,435,623","368,009"
Boza - Hecha Pa' Mi,"558,394,847","288,535"
Flo Rida - Good Feeling,"558,181,816","323,845"
Train - Drive By,"557,770,134","355,070"
J. Cole - She Knows,"557,730,941","296,673"
Post Malone - Take What You Want,"557,635,669","225,376"
The Script - Superheroes,"557,550,626","194,602"
Taylor Swift - You Belong With Me,"556,808,726","396,813"
Shawn Mendes - I Know What You Did Last Summer,"556,629,565","163,756"
BeyoncÃ© - Drunk in Love,"556,621,058","198,617"
JP Cooper - September Song,"556,573,455","104,817"
Post Malone - One Right Now,"556,524,993","349,899"
PARTYNEXTDOOR - Come and See Me,"556,492,317","201,171"
Audioslave - Like a Stone,"556,431,975","378,828"
Jay Rock - King's Dead,"556,359,374","149,387"
Foo Fighters - Best of You,"556,339,266","311,155"
Bazzi - I.F.L.Y.,"556,227,358","149,001"
Stevie Wonder - Superstition,"555,492,151","247,382"
Tropical Florida - Good Feeling,"554,869,467","299,962"
Nicky Jam - El Amante,"554,562,332","102,354"
Chino & Nacho - Andas En Mi Cabeza,"554,519,562","193,927"
6ix9ine - BEBE,"554,362,881","132,581"
Miley Cyrus - The Climb,"554,123,403","337,170"
Cascada - Everytime We Touch,"553,977,447","340,900"
The Cure - Boys Don't Cry,"553,938,790","567,009"
Soulja Boy - Kiss Me Thru The Phone,"552,344,109","393,069"
Alicia Keys - Girl on Fire,"552,152,980","331,495"
P!nk - Try,"552,019,195","365,440"
"KAROL G - Ay, DiOs MÃ­o!","551,781,087","189,696"
Gera MX - Botella Tras Botella,"551,485,138","385,835"
Zion & Lennox - Yo Voy,"551,036,514","488,660"
Eiffel 65 - Blue (Da Ba Dee),"550,954,255","280,367"
Ne-Yo - Miss Independent,"550,563,655","426,611"
CKay - love nwantiti,"550,551,475","212,343"
Famous Dex - PICK IT UP,"550,485,958","141,626"
ArcÃ¡ngel - Sigues Con El,"550,336,451","144,930"
Adele - All I Ask,"550,187,450","334,459"
Kanye West - Famous,"550,087,802","229,183"
J Balvin - Rojo,"549,900,142","177,278"
