Streams,Daily,Artist,Title,age_grp
528666472,303725,The Strokes , Last Nite,19-30
528541542,256140,Christian Nodal , Adiós Amor,61+
528354463,698254,Lana Del Rey , Doin' Time,61+
528260957,171967,One Direction , History,31-45
528244924,194559,The Beatles , Hey Jude,31-45
528049093,422872,Natalia Lafourcade , Hasta la Raíz,19-30
528043564,303458,The Rolling Stones , Gimme Shelter,19-30
527821541,153927,Echosmith , Cool Kids,61+
527750744,227288,BLACKPINK , Ice Cream,31-45
527086697,537054,Olivia Rodrigo , brutal,61+
526285345,211384,Beyoncé , If I Were a Boy,31-45
526268047,118915,Sech , Otro Trago,61+
526252035,218609,Daniel Powter , Bad Day,61+
526113490,415639,Bacilos , Caraluna,46-60
526032401,94740,Nicky Jam , Te Robaré,19-30
525878500,291824,Drake , Marvins Room,19-30
525740438,166399,Loren Allred , Never Enough,31-45
525505784,263141,Pink Floyd , Comfortably Numb,31-45
525462060,162486,AronChupa , I'm an Albatraoz,31-45
525187143,134522,J Balvin , Safari,31-45
525077347,265820,The Cinematic Orchestra , To Build A Home,19-30
524880469,561613,Chase Atlantic , Swim,19-30
524879402,124437,Marshmello , Alone,0-18
524869197,845136,Adele , Love In The Dark,31-45
524745043,278764,Snoop Dogg , Drop It Like It's Hot,31-45
524698627,242590,Pop Smoke , Hello,46-60
524638570,317169,Scorpions , Rock You Like a Hurricane,61+
524512592,572861,Oliver Tree , Miss You,46-60
524385669,185469,Ski Mask The Slump God , Faucet Failure,46-60
524349847,563086,Marc Seguí , Tiroteo,0-18
524317838,322396,Europe , The Final Countdown,46-60
524195044,239551,Zedd , Clarity,31-45
524187140,309563,The Script , The Man Who Can't Be Moved,46-60
524083420,313944,Aretha Franklin , Respect,19-30
524053877,309076,Nirvana , Lithium,46-60
523541268,1034524,Mora , LA INOCENTE,31-45
523324868,130765,Sia , Thunderclouds,0-18
523159587,601640,Baby Keem , ORANGE SODA,31-45
522891349,157410,Pop Smoke , The Woo,31-45
522840408,75897,Logic , Everyday,61+
522705840,177651,Manuel Turizo , La Nota,31-45
522521550,294832,The Who , Baba O'Riley,31-45
522384934,230307,The All,American Rejects - Gives You Hell,46-60
522376257,268804,Bryan Adams , (Everything I Do) I Do It For You,61+
522170648,241194,One Direction , You & I,31-45
522136264,873270,Central Cee , Doja,61+
521960052,96914,Nick Jonas , Close,46-60
521939337,339157,Phil Collins , You Can't Hurry Love,61+
521883667,148659,Lil Skies , Lust,46-60
521575375,98962,The Chainsmokers , Who Do You Love,46-60
521516922,166362,Jeremy Zucker , you were good to me,61+
521329253,38294,José Feliciano , Feliz Navidad,19-30
521247854,277388,Aretha Franklin , I Say a Little Prayer,31-45
521224747,63742,Kygo , Stargazing,19-30
521062589,204256,YNW Melly , Suicidal,19-30
521041880,136308,Halsey , You should be sad,61+
520268954,243918,Piso 21 , Pa' Olvidarme De Ella,61+
520040189,261581,BTS , Euphoria,0-18
519667460,137868,Lil Nas X , HOLIDAY,0-18
519598374,204239,Camilo , Vida de Rico,0-18
519200111,311547,Owl City , Good Time,61+
518991113,377605,Charlie Puth , Light Switch,19-30
518612647,466193,Dove Cameron , Boyfriend,19-30
518574282,676594,BLACKPINK , Shut Down,0-18
518364621,184266,Beyoncé , Run the World (Girls),0-18
518049570,136507,DJ Luian , Verte Ir,19-30
517822930,245350,NF , Lie,31-45
517729942,284650,The Temper Trap , Sweet Disposition,19-30
517722025,220524,John Denver ," Take Me Home, Country Roads",31-45
517460348,129576,Gucci Mane , I Get the Bag,46-60
517417732,471006,Britney Spears , Gimme More,19-30
517360458,1067387,TV Girl , Lovers Rock,19-30
517251821,165101,Daya ," Sit Still, Look Pretty",61+
516483739,94752,Alan Walker , All Falls Down,61+
516237904,394350,Gwen Stefani , The Sweet Escape,19-30
515949187,275698,Green Day , 21 Guns,61+
515863631,206153,Dean Lewis , Waves,0-18
515800742,399873,Doja Cat , Ain't Shit,61+
515717832,293687,Majestic , Rasputin,61+
515671133,293744,Rick Springfield , Jessie's Girl,46-60
515533691,175047,Ozuna , Solita,61+
515110283,232948,Daft Punk , Instant Crush,46-60
515105091,526155,Linkin Park , Faint,31-45
514867534,228094,Sheppard , Geronimo,46-60
514808573,151718,BTS , Blood Sweat & Tears,0-18
514767848,166893,Rex Orange County , Sunflower,61+
514756289,142907,Juice WRLD , Righteous,46-60
514718002,326843,Travis Scott , CAN'T SAY,19-30
514559319,261942,The Rolling Stones , Sympathy For The Devil,61+
514406610,487746,Yot Club , YKWIM?,19-30
514310894,268176,Eminem , My Name Is,61+
513994129,276570,Dayglow , Can I Call You Tonight?,0-18
513983650,249281,Saweetie , Best Friend,46-60
513786864,182693,Nicky Jam , Hasta el Amanecer,46-60
513724374,170363,Demi Lovato , Confident,31-45
513568309,165990,J. Cole , G.O.M.D,31-45
513554498,254121,The Weeknd , Wicked Games,0-18
513451275,281925,Drake , Forever,61+
513270116,133607,Dua Lipa , Blow Your Mind (Mwah),46-60
513174984,307845,ZZ Top , La Grange,61+
512974480,481800,Mac DeMarco , My Kind of Woman,0-18
512842526,266589,Breaking Benjamin , The Diary of Jane,19-30
512769604,302769,The Vamps , Somebody To You,46-60
512640788,341931,Alan Walker ," Alone, Pt. II",61+
512537687,320266,BLACKPINK , As If It's Your Last,61+
512351071,121407,DJ Snake , Turn Down for What,0-18
512103190,74158,Rita Ora , Anywhere,61+
511902750,236794,Oliver Tree , Life Goes On,19-30
511841734,218211,Sebastian Yatra , Un Año,0-18
511686017,263588,League of Legends , Legends Never Die,61+
511414536,269280,Michael Jackson , Thriller,0-18
511347534,342004,Cher , Believe,31-45
511162804,316740,Commodores , Easy,19-30
510819012,196905,Nicki Minaj , Only,31-45
510752660,169994,John Mayer , Your Body Is a Wonderland,61+
510486262,403490,Morat , Cuando Nadie Ve,61+
510114743,627400,Mac Miller , The Spins,19-30
509910722,271444,One Direction , Best Song Ever,46-60
509797905,358512,The Cranberries , Linger,61+
509754029,738484,Manu Chao , Me Gustas Tu,31-45
509717020,174485,Jeremih , Don't Tell 'Em,0-18
509591121,234333,Russ , What They Want,61+
509450974,243099,Danny Ocean , Dembow,31-45
509413530,253008,Kehlani , Nights Like This,46-60
509185622,514990,Akon , Lonely,31-45
509090629,141359,Hugh Jackman , The Greatest Show,61+
508866101,141775,Marshmello , One Thing Right,46-60
508582168,2800120,Jimin , Like Crazy,46-60
508570913,1039910,Natanael Cano , AMG,19-30
508335710,1452268,Zach Bryan , Something in the Orange,19-30
508213230,557523,Tame Impala , Borderline,61+
508169768,259034,Simon & Garfunkel , Mrs. Robinson,46-60
508163288,259802,Trippie Redd , Taking A Walk,0-18
508096480,114712,Roddy Ricch , High Fashion,46-60
508077133,339009,The Smashing Pumpkins , 1979,61+
508009053,349971,J. Cole , Power Trip,0-18
507926760,423589,John Travolta , You're The One That I Want,31-45
507644318,140587,John Mayer , Free Fallin',31-45
507527101,487936,Aventura , Ella Y Yo,31-45
507002441,293852,The Pussycat Dolls , Don't Cha,19-30
506910093,301075,David Guetta , Where Them Girls At,61+
506838087,326020,Slipknot , Psychosocial,61+
506627379,98326,Martin Garrix , Ocean,61+
506614228,358289,Bryan Adams , Heaven,61+
506494992,245193,Simon & Garfunkel , The Sound of Silence,19-30
506395363,368654,Mariah Carey , We Belong Together,61+
506146181,176507,Ed Sheeran , Lego House,0-18
506064239,780202,Morgan Wallen , Wasted On You,0-18
505885287,102171,Black Eyed Peas , MAMACITA,61+
505773451,143062,XXXTENTACION , Carry On,19-30
505581784,358206,Flo Rida , Right Round,61+
505394639,252096,Fergie , Big Girls Don't Cry (Personal),0-18
505236151,254533,U2 , One,46-60
504702516,177760,Julia Michaels , Heaven,46-60
504607045,373218,B.o.B , Nothin' on You,0-18
504547443,392360,Wheatus , Teenage Dirtbag,61+
504383947,48004,Steve Aoki , Just Hold On,46-60
504127448,371969,Roxette , It Must Have Been Love,0-18
504125987,305462,Nelly , Ride Wit Me,31-45
503841596,583366,Nelly Furtado , Maneater,61+
503788887,454192,Summer Walker , Girls Need Love,46-60
503738196,200519,Brett Young , In Case You Didn't Know,31-45
503666747,350536,2Pac , All Eyez On Me,19-30
503571529,604210,Rauw Alejandro , LOKERA,31-45
503393575,594660,Lil Baby , Pure Cocaine,0-18
503238841,343324,Lorde , Ribs,19-30
503234695,194079,PUBLIC , Make You Mine,61+
503003235,160018,Jessie J , Flashlight,19-30
502797329,274929,Maroon 5 , Sunday Morning,61+
502647426,398882,Justin Bieber , Company,46-60
502501799,253538,Justin Timberlake , Cry Me a River,61+
502351750,212152,Jack Johnson , Banana Pancakes,19-30
502245309,279948,Drake , Way 2 Sexy,46-60
502239509,98300,Rita Ora , Let You Love Me,19-30
502117928,952627,Feid , Normal,31-45
501158818,115830,Ed Sheeran , Give Me Love,61+
501035277,305386,System Of A Down , B.Y.O.B.,31-45
500860716,615207,Radiohead , No Surprises,46-60
500837579,337859,Dolly Parton , 9 to 5,46-60
500540226,141166,OneRepublic , Lose Somebody,31-45
500409098,159062,Ozuna , Síguelo Bailando,0-18
500277969,350499,YOASOBI , �?に�?�?�??,61+
499613051,185364,One Direction , They Don't Know About Us,0-18
499434589,454186,Daryl Hall & John Oates , Rich Girl,31-45
499410958,629587,Kendrick Lamar , PRIDE.,61+
498804910,430140,Shakira ," Whenever, Wherever",46-60
498791124,512840,Chase Atlantic , Friends,0-18
498729479,456263,Buffalo Springfield , For What It's Worth,19-30
498713107,311812,Rupert Holmes , Escape (The Pina Colada Song),61+
498680423,180189,Chris Brown , Loyal,0-18
498321714,427262,Bad Bunny , La Corriente,0-18
498143477,662673,Taylor Swift , Bad Blood,19-30
498052294,137100,Lizzo , Juice,19-30
497800292,100727,Demi Lovato , Stone Cold,19-30
497724054,395985,Adele , Chasing Pavements,0-18
496652117,166901,Black Eyed Peas , GIRL LIKE ME,61+
496564798,433853,Hombres G , Devuélveme a mi chica,0-18
496352906,278513,Gorillaz , On Melancholy Hill,19-30
496351802,589400,Lana Del Rey , Brooklyn Baby,0-18
496244861,308345,Incubus , Drive,31-45
496198202,226808,Ozuna , Dile Que Tu Me Quieres,46-60
495909561,350913,Florence + The Machine , You've Got The Love,46-60
495869860,771398,Lil Uzi Vert , Just Wanna Rock,31-45
495867657,260229,Nick Jonas , Jealous,19-30
495376253,224390,Lifehouse , You And Me,31-45
495284708,164637,Ziv Zaifman , A Million Dreams,0-18
495281644,68546,Zedd , Happy Now,0-18
494995252,338884,Foo Fighters , Learn to Fly,19-30
494894889,238746,KAROL G , EL MAKINON,46-60
494743709,244403,Astrid S , Hurts So Good,61+
494365398,455292,The Offspring , Self Esteem,19-30
494017041,305031,Morat , Besos En Guerra,19-30
493727875,254924,Avenged Sevenfold , Hail to the King,0-18
493346318,857873,Lana Del Rey , West Coast,46-60
493136485,314782,Shania Twain , Man! I Feel Like A Woman!,19-30
492765224,508542,2Pac , Hit 'Em Up,31-45
492701516,427723,Carrie Underwood , Before He Cheats,19-30
492631109,247062,DJ Khaled , GREECE,19-30
492541188,245174,Queen , Radio Ga Ga,46-60
492351657,116978,Daddy Yankee , La Rompe Corazones,0-18
492232143,275874,Eagle,Eye Cherry - Save Tonight,0-18
492076521,312346,Ed Maverick , Fuentes de Ortiz,61+
491870021,130525,Wolfine , Bella,61+
491804532,97462,Camila Cabello , Crying in the Club,19-30
491163532,340400,NF , The Search,61+
491078884,581962,James Hype , Ferrari,46-60
491057999,859660,Kordhell , Murder In My Mind,31-45
491057379,332283,Metallica , One (Remastered),19-30
490803175,217009,T.I. , Live Your Life,0-18
490706016,83332,Selena Gomez , Bad Liar,46-60
490407316,83039,Little Mix , Woman Like Me,61+
490244234,1015134,Taylor Swift , Love Story (Taylor�??s Version),31-45
489781931,167530,SHAED , Trampoline,31-45
489731388,204126,Amy Winehouse , Valerie,46-60
489519830,488757,Labrinth , Mount Everest,19-30
489389094,199179,Rauw Alejandro , 2/Catorce,19-30
489085033,288616,Lil Wayne , A Milli,46-60
488869599,275287,Lykke Li , I Follow Rivers,31-45
488860177,308782,NLE Choppa , Walk Em Down,46-60
488755406,274564,U2 , Beautiful Day,61+
488728780,91344,Ozuna , Caramelo,19-30
488204660,236898,Blue �?yster Cult , (Don't Fear) The Reaper,46-60
488002373,212312,Harry Styles , Kiwi,19-30
487895513,328868,Rauw Alejandro , El Efecto,31-45
487435934,356295,Diddy , I'll Be Missing You,0-18
487409121,511842,Morgan Wallen , Chasin' You,31-45
487293457,455670,Chris Isaak , Wicked Game,61+
487062472,230455,Luke Bryan , Play It Again,19-30
486949508,256091,Soulja Boy , Crank That (Soulja Boy),61+
486947644,243207,Billie Eilish , listen before i go,61+
486668743,52471,Kelly Clarkson , Underneath the Tree,19-30
486499144,258202,"Earth, Wind & Fire ", Let's Groove,46-60
486285318,255656,Dwayne Johnson , You're Welcome,31-45
486146988,65403,Lil Skies , Nowadays,19-30
486045517,205303,Bishop Briggs , River,61+
485951643,760953,Taylor Swift , Paper Rings,61+
485939211,333728,Pearl Jam , Even Flow,46-60
485891867,335773,Thirty Seconds To Mars , The Kill,19-30
485474154,66198,Chance the Rapper , No Problem,0-18
485432647,283994,The Weeknd , In The Night,19-30
485370111,996655,Peso Pluma , PRC,61+
485094265,345725,Fall Out Boy ," Dance, Dance",31-45
485003309,207319,Aminé , REEL IT IN,31-45
484944155,224894,Meghan Trainor , Dear Future Husband,19-30
484739792,227157,Selena Gomez , The Heart Wants What It Wants,46-60
484724031,175070,Logic , Homicide,31-45
484680549,925289,NewJeans , OMG,19-30
484664869,147158,A$AP Rocky , L$D,46-60
484339052,314087,Louis Armstrong , What A Wonderful World,46-60
483745375,366996,Cutting Crew , (I Just) Died In Your Arms,61+
483612671,80311,Kygo , Happy Now,46-60
483108103,232616,Calvin Harris , Under Control,61+
483035016,305042,BLACKPINK , Lovesick Girls,31-45
482768687,459602,"Tyler, The Creator ", NEW MAGIC WAND,0-18
482765513,228323,Lauren Daigle , You Say,31-45
482382462,175234,Christina Perri , Jar of Hearts,0-18
482114669,377533,Rihanna , Rude Boy,31-45
482093847,12268,Band Aid , Do They Know It's Christmas?,31-45
482088282,287017,Avril Lavigne , Sk8er Boi,61+
481873469,367701,Rauw Alejandro , Cúrame,19-30
481867875,239275,Sebastian Yatra , No Hay Nadie Más,46-60
481867704,393239,Adele , Oh My God,19-30
481856692,281437,Britney Spears , Womanizer,0-18
481785054,259206,Drake , The Motto,46-60
481364992,142455,Pia Mia , Do It Again,46-60
480548005,1488608,Taylor Swift , Karma,19-30
480444617,609217,Kanye West , Homecoming,0-18
480386862,320520,The Doobie Brothers , Listen to the Music,19-30
480368876,263981,Starship , We Built This City,0-18
480307187,151585,Billie Eilish , my boy,61+
480075942,361877,Sia , Genius,46-60
479918900,293617,Post Malone , Hollywood's Bleeding,46-60
479830416,239706,*NSYNC , Bye Bye Bye,61+
479824600,377697,Justin Bieber , Eenie Meenie,31-45
479496125,222304,Céline Dion , My Heart Will Go On,46-60
479362347,237038,The Killers , Human,0-18
479230238,517673,Limp Bizkit , Break Stuff,46-60
478915013,108815,BROCKHAMPTON , SUGAR,46-60
478862796,174802,Playboi Carti , wokeuplikethis*,46-60
478774513,73008,David Guetta , This One's for You,31-45
478687841,348101,Jessie J , Price Tag,19-30
478413887,255927,XXXTENTACION , I Don't Wanna Do This Anymore,61+
478295293,298536,Arctic Monkeys , Arabella,19-30
478195568,287268,Steppenwolf , Born To Be Wild,61+
478063767,261645,David Guetta , Play Hard,19-30
477760621,179637,Jonas Brothers , Only Human,31-45
477553955,269297,Pitbull , Fireball,0-18
477504769,260833,Cardi B , Please Me,61+
477379807,83132,Niall Horan , Too Much To Ask,46-60
477318125,338986,The Paper Kites , Bloom,31-45
477252923,365635,Sasha Alex Sloan , Dancing With Your Ghost,19-30
477199880,40890,Michael Bublé , Holly Jolly Christmas,0-18
477058153,485570,Justin Timberlake , Rock Your Body,31-45
476870640,246244,The Beach Boys , Wouldn't It Be Nice,46-60
476811198,141868,Ramz , Barking,31-45
476782773,137542,Piso 21 , Me Llamas,19-30
476458411,758717,Taylor Swift , Midnight Rain,0-18
476391994,587809,Rema , Calm Down,31-45
476361872,321208,Don Henley , The Boys Of Summer,61+
476313738,298940,Bad Bunny , Después de la Playa,61+
476118223,266644,Twenty One Pilots , Tear in My Heart,0-18
476088371,234250,Pearl Jam , Alive,0-18
475836179,97790,Kesha , Praying,0-18
475673589,565351,Taylor Swift , Gorgeous,46-60
475649347,1877905,SZA , Snooze,46-60
475557278,225594,Ariana Grande , pov,19-30
475494678,323341,Rammstein , Du hast,61+
475439049,644054,21 Savage , Runnin,61+
475401059,248281,BLACKPINK , BOOMBAYAH,61+
475080295,382476,Crowded House , Don't Dream It's Over,19-30
474454836,184788,Trippie Redd , 1400 / 999 Freestyle,61+
474355136,321566,Muse , Supermassive Black Hole,61+
474073941,203794,Post Malone , Feeling Whitney,19-30
474001972,446369.5627,Unknown , Forever Young,46-60
473988423,117631,Justin Timberlake , Say Something,0-18
473833922,212141,Timmy Trumpet , Freaks,61+
473762160,17498,Frank Sinatra , Let It Snow! Let It Snow! Let It Snow!,19-30
473652725,307131,Ricky Montgomery , Line Without a Hook,31-45
473581613,160862,James Arthur , Falling Like The Stars,0-18
473579194,250797,All Time Low ," Dear Maria, Count Me In",61+
473359124,9231,Christmas Hits , Frank Sinatra,0-18
473342411,161288,Dan + Shay , Speechless,0-18
473185525,347752,OneRepublic , Run,31-45
473073490,394665,Bad Bunny , Una Vez,31-45
472914171,187529,Dua Lipa , We're Good,31-45
472744374,83455,Ellie Goulding , On My Mind,46-60
472301900,240616,Deep Purple , Smoke On The Water,31-45
472187540,363659,Guns N' Roses , Don't Cry (Original),61+
471718324,1216104,New West , Those Eyes,61+
471717172,144287,DJ Snake , You Know You Like It,46-60
471558525,369699,Luis Miguel , La Incondicional,0-18
471433909,583808,Kanye West , All Falls Down,46-60
471390807,170272,Jonas Brothers , What A Man Gotta Do,61+
471342525,605913,Rels B , A Mí,31-45
471337205,306391,Jarabe De Palo , La flaca,61+
471108107,77339,Lauv ," fuck, i'm lonely",0-18
471040666,382625,50 Cent , Just A Lil Bit,61+
470978987,187629,Armin van Buuren , Blah Blah Blah,0-18
470914702,342884,Jack Harlow , Tyler Herro,61+
470587160,1199790,Tory Lanez , The Color Violet,61+
470279954,232827,FISHER , Losing It,19-30
470259902,408139,Daryl Hall & John Oates , Maneater,19-30
470177464,97454,Calboy , Envy Me,0-18
470174478,132128,Rex Orange County , Loving Is Easy,19-30
470039103,77594,Famous Dex , JAPAN,19-30
470035953,109116,Drake , Don�??t Matter To Me,0-18
469769539,396354,Starship , Nothing's Gonna Stop Us Now,19-30
469573076,258324,Al Green , Let's Stay Together,61+
469331587,200058,Mumford & Sons , The Cave,0-18
469215340,438307,SZA , Broken Clocks,61+
469107263,449427,Doja Cat , Vegas (From the Original Motion Picture Soundtrack ELVIS),31-45
468868144,83120,Camila Cabello , Liar,19-30
468702640,249383,Nickelback , Rockstar,19-30
468371882,928243,Kanye West , I Wonder,19-30
468287436,165690,Kane Brown , What Ifs,19-30
468036746,570622,La Oreja de Van Gogh , Rosas,61+
468030148,904231,Taylor Swift , Getaway Car,0-18
467981807,797060,Taylor Swift , Wildest Dreams (Taylor's Version),61+
467859685,153612,XXXTENTACION , NUMB,31-45
467737730,474814,The Cardigans , Lovefool,61+
467665097,270207,2Pac , Changes,46-60
467604575,483463,Childish Gambino , Me and Your Mama,19-30
467338570,215722,Alexander 23 , IDK You Yet,46-60
466632120,156482,Billie Eilish , COPYCAT,19-30
466285621,285828,Super Yei , La Forma en Que Me Miras,19-30
466222334,155046,Juice WRLD , Black & White,0-18
466002262,92653,Camilo , Favorito,31-45
465863070,153469,Reik , Amigos Con Derechos,19-30
465758964,325299,GoldLink , Crew,46-60
465522231,215360,NLE Choppa , Camelot,0-18
465253720,381748,Linkin Park , Bleed It Out,31-45
465089991,397391,Kanye West , Runaway,19-30
464892504,96952,IAmChino , Ay Mi Dios,31-45
464673973,333148,Alexandra Stan , Mr. Saxobeat,31-45
464499240,327161,Michael Sembello , Maniac,46-60
464078677,163730,Billie Eilish , my strange addiction,31-45
463724046,573845,Nelly Furtado , Say It Right,19-30
463438530,233292,Lil Wayne , Mirror,0-18
463404338,76036,2 Chainz , It's A Vibe,46-60
463373109,415164,Arctic Monkeys , Snap Out Of It,19-30
463337684,137757,Ayo & Teo , Rolex,61+
463306659,240949,Ava Max , My Head & My Heart,61+
463271173,150349,HVME , Goosebumps,61+
463001514,179925,Twenty One Pilots , Chlorine,0-18
462978800,358419,Dave , Location,0-18
462905132,328955,MARINA , Bubblegum Bitch,0-18
462427121,113056,G,Eazy - I Mean It,61+
462261056,250625,Metallica , The Unforgiven (Remastered),46-60
462062974,184768,J Balvin , Ginza,31-45
462058657,192879,Ashnikko , Daisy,31-45
462039048,40530,John Lennon , Happy Xmas (War Is Over),46-60
462024840,88608,J Balvin , Morado,31-45
461973056,237106,Nate Dogg , Regulate,46-60
461973056,237106,Warren G , Regulate,19-30
461838080,123982,Nacho , Báilame,31-45
461779932,286147,Lil Tecca , Love Me,31-45
461733385,1281425,Hotel Ugly , Shut up My Moms Calling,19-30
461656390,291502,Trippie Redd , Miss The Rage,61+
461584764,221718,Alec Benjamin , Water Fountain,46-60
461545521,373254,Taio Cruz , Break Your Heart,19-30
461381346,135921,Carly Rae Jepsen , I Really Like You,61+
461355601,48007,Halsey , Now Or Never,61+
461260940,425914,Timbaland , Apologize,61+
461228711,181196,Drake , Energy,31-45
460961158,326630,Romeo Santos , Eres Mía,31-45
460958882,269476,Selena Gomez , Fetish,61+
460897838,402197,J Balvin , UN PESO,46-60
460843642,112235,J Balvin , Azul,31-45
460696115,388055,Pop Smoke , Invincible,19-30
460513671,208249,George Harrison , My Sweet Lord,46-60
460454012,182395,Andy Grammer , Don't Give Up On Me,31-45
460381479,300398,t.A.T.u. , All The Things She Said,61+
460214829,230623,Ciara ," One, Two Step",0-18
459991939,223259,Amy Winehouse , Rehab,0-18
459966577,191219,Drake , Started From the Bottom,46-60
459961140,261166,Three Days Grace , Animal I Have Become,19-30
459830902,144144,Machine Gun Kelly , I Think I'm OKAY,31-45
459651163,248699,House Of Pain , Jump Around,46-60
459590686,374644,Dusty Springfield , Son of a Preacher Man,31-45
459276646,100869,Andy Grammer , Fresh Eyes,19-30
458892348,374385,Joji , worldstar money (interlude),61+
458875169,500649,Cosculluela , Madura,31-45
458694426,237021,Evanescence , My Immortal,46-60
458492471,379854,Carlos Baute , Colgando en tus manos (con Marta Sánchez),61+
458429231,165861,Billie Eilish , bitches broken hearts,61+
458337640,222797,Doja Cat , Like That,19-30
458248032,114786,Selena Gomez , Baila Conmigo,46-60
458013485,310607,Lady Gaga , Applause,19-30
457981548,321312,Linkin Park , Crawling,61+
457922805,162906,Elle King , Ex's & Oh's,0-18
457876090,199089,Bad Bunny , Soy Peor,0-18
457841608,87331,Farruko , La Tóxica,46-60
457831251,447975,Vacations , Young,0-18
457056280,79451,Migos , T-Shirt,46-60
456784001,438410,Ice Cube , You Know How We Do It,61+
456537033,2564059,Feid , Classy 101,0-18
456293484,249590,SZA , The Weekend,46-60
456050000,250498,XXXTENTACION , BAD!,19-30
455988677,323681,George Michael , Faith,31-45
455569432,60602,Flo Rida ," I Don't Like It, I Love It",19-30
455088802,359834,Roar , I Can't Handle Change,61+
455083268,220907,José González , Heartbeats,19-30
455035069,259372,Bon Jovi , Always,0-18
454834938,262591,Ozuna , El Farsante,19-30
454705045,146870,Ozuna , Tú Foto,0-18
454276588,423422,SYML , Where's My Love,0-18
454224776,180864,Beyoncé , Partition,31-45
454094977,156679,Eminem , When I'm Gone,19-30
453945688,102516,Twenty One Pilots , Car Radio,46-60
453881226,154324,Bobby Shmurda , Hot N*gga,61+
453856558,134751,Yiruma , River Flows In You,31-45
453668389,556457,Taylor Swift , champagne problems,61+
453645580,361666,A Boogie Wit da Hoodie , My Shit,46-60
453565680,227604,Camila Cabello , Don't Go Yet,31-45
453331613,407985,Pitbull , Hotel Room Service,61+
453061674,105504,Lil Uzi Vert , Sanguine Paradise,61+
452982515,232338,Kendrick Lamar , Poetic Justice,46-60
452939448,118913,Future , Fine China,19-30
452873754,178506,Ginuwine , Pony,31-45
452743650,169268,Romeo Santos , Bella y Sensual,61+
452598586,87847,benny blanco , Roses,61+
452419566,68957,David Guetta , Like I Do,19-30
452379129,551501,Kali Uchis , After The Storm,0-18
452349104,132680,The Kid LAROI , GO,0-18
452184270,450605,The Smiths , There Is a Light That Never Goes Out,31-45
452095318,179841,Mura Masa , Love$ick,19-30
451678051,333822,Lil Wayne , Lollipop,19-30
451519263,456634,Flo Rida , Club Can't Handle Me,46-60
450921052,138887,Jeremy Zucker , all the kids are depressed,19-30
450860925,603666,21 Savage , ball w/o you,19-30
450804046,303042,Quality Control , Baby,31-45
450784650,466449,Nicki Minaj , Super Freaky Girl,19-30
450590665,108761,Hailee Steinfeld , Capital Letters,0-18
450493679,162855,Calvin Harris , I Need Your Love,31-45
450313515,209906,Lil Wayne , 6 Foot 7 Foot,61+
450217405,254502,Robbie Williams , Angels,31-45
449926695,416980,Jennifer Lopez , On The Floor,0-18
449896852,335994,ABBA , Mamma Mia,61+
449834842,366591,Nelly , Hot In Herre,0-18
449815488,271318,Bad Bunny , Otra Noche en Miami,46-60
449759116,276643,Rvssian , Nostálgico,31-45
449564457,169776,Kane Brown , Heaven,19-30
448936279,136061,Drake , 0 To 100 / The Catch Up,46-60
448786639,271670,Myke Towers , Si Se Da,61+
448691577,209713,Calvin Harris , Sweet Nothing,61+
448537248,170536,NF , If You Want Love,46-60
448273350,70891,Kygo , First Time,31-45
448224021,367906,Luke Combs , Beer Never Broke My Heart,31-45
448029473,1617238,ROSALÍA , BESO,19-30
447995273,53830,Dean Martin , Let It Snow! Let It Snow! Let It Snow!,61+
447956885,156005,Vance Joy , Mess Is Mine,0-18
447866333,192744,Ella Mai , Trip,46-60
447827839,122554,Jennifer Lopez , Ain't Your Mama,61+
447721622,277089,Bob Marley & The Wailers , Jamming,31-45
447419246,294364,Tropical Florida , Club Can't Handle Me,31-45
447330456,196300,Pink Floyd , Money,19-30
447284962,321507,Justin Bieber , Boyfriend,0-18
447255852,179490,J. Cole , Neighbors,19-30
447250730,228769,Norman Greenbaum , Spirit In The Sky,31-45
447101878,87469,Zara Larsson , Ain't My Fault,61+
446899537,293702,Kenny Loggins , Danger Zone,46-60
446832799,163346,Matt Simons , Catch & Release,46-60
446596559,445373,Lady Gaga , Paparazzi,61+
446495724,227414,Polo G , 21,31-45
446409199,958017,Metro Boomin , Superhero (Heroes & Villains) [with Future & Chris Brown],19-30
446251968,162921,Social House , Magic In The Hamptons,19-30
446120812,137380,Vance Joy , Georgia,19-30
446085967,106385,Sech , Relación,0-18
445918816,222538,T.I. , Whatever You Like,19-30
445904451,282073,Lil Jon & The East Side Boyz , Get Low,46-60
445277900,102330,6ix9ine , GOOBA,19-30
445256803,61261,Khalid , Saved,46-60
445177757,276436,The Pointer Sisters , I'm So Excited,0-18
445175240,68627,CNCO , Hey DJ,0-18
445080096,181616,The Fray , You Found Me,46-60
445009610,367372,Pop Smoke , Element,61+
444690840,155647,Bad Bunny , Solo de Mi,46-60
444608967,304851,Roy Orbison ," Oh, Pretty Woman",0-18
444561250,493181,The Rare Occasions , Notion,31-45
444323811,199695,Daft Punk , Get Lucky,0-18
444221296,74634,The Chainsmokers , Sick Boy,0-18
444093155,161553,Sebastian Yatra , Chica Ideal,31-45
443940098,320708,Sam Cooke , (What A) Wonderful World,46-60
443713868,202105,Roy Woods , Drama,31-45
443486160,257335,The Black Keys , Lonely Boy,0-18
443474512,362725,Labrinth , All For Us,19-30
443224068,121485,Skrillex , Bangarang,61+
